identifier,usPort,foreignPort,vessel,estimateArrival,actualArrival,pieces,contents
20150206790,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-25,2014-04-26,204,AIR CONDITIONERS AND SPARE PARTS
201502061105,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,142,BANQUET CHAIRS
201502061124,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,119,SIDE-ARMOR PATROL BLACK BAG
201502061005,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,2672,HAND TOOLS SOCKET WRENCH SETS
20150206790,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-25,2014-04-26,192,AIR CONDITIONERS AND SPARE PARTS
20150206809,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,138,NON-TELCOM POWER SUPPLY(SOLAR INVERTER)
20150206828,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-25,2014-04-26,85,5D45019G01 GUARD FAN
20150206730,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,448,MUSICAL INSTRUMENTS PARTS & ACCES
20150206908,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,178,PARTS FOR POSTAGE FRANKING MACHIN (BOTTLE)
20150206730,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,362,MUSICAL INSTRUMENTS PARTS & ACCES
20150206860,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,22,PRINTED CIRCUIT BOARD
20150206730,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,372,MUSICAL INSTRUMENTS PARTS & ACCES
201502061028,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,20,CERAMIC GOODS(MLM-180 MULTI-LAYER CERAMIC MED IA
2015020925,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
20150206818,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,20,ANALOG QUARTZ WATCH
20150206848,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,3231,SCISSORS(GARDEN TOOLS)
20150206909,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,100,GREETING PAPER CARD
201502061137,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,2429,FAUCET
20150206937,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,24,PRINTED BOOKS
201502061137,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,2342,FAUCET
20150206946,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,411,SAFE LOCK DOOR KNOBS DOOR LEVERS DEADBOLTS
201502061137,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1344,FAUCET
20150206952,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,17,STAINLESS STEEL PRINTER PARTS
201502061137,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,756,FAUCET
20150206917,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,135,PLASTIC PARTS BW CLOSURE
201502061098,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,390,SHOWER COMBO
201502061053,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,100,DISPLAY STAND
201502061121,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1886,K/D FURNITURE AND ACCESSORIES
201502061053,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,154,DISPLAY STAND
20150206772,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1278,DIY FELT CRAFT
201502061090,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,223,SONIC WAIST APRON
20150206803,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,51,PANT HANGER GOGGLE DISPLAY
201502061108,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,259,ASSY TRADITIONAL HAND SHOWER TUXEDO SHOWERHEAD
20150206813,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,32,GOLF CLUB
201502061148,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,84,GOLD N HOT PROFESSIONAL  CONDITIONING HEAT CA P
20150206851,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,973,SCISSORS(GARDEN TOOLS)
20150206783,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,27,DC MINIATURE MOTOR
20150206895,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,3,MOTOR
20150206795,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1834,GRILL SPARE PARTS
20150206919,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,101,METAL & PALSTICS AGRICUL TRUE TRACTOR'S MODULE
20150206911,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,603,COFFEE MUG
201502061012,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,837,PLASTIC BABY BEAR COUNTERS FOR EDUCATION
20150204115,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
20150206901,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,57,CONTROL BOARD MODULE ROHS
20150206975,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,875,INFANT SEAT
201502061008,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,300,PRINTED CARDS
201502061117,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1831,FAUCET
20150206861,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,5,PRINTED CIRCUIT BOARD
201502061117,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1194,FAUCET
20150206852,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,4254,SCISSORS(GARDEN TOOLS)
201502061154,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,10,QUARTZ PRODUCTS(COUNTER TOP) GRANITE PRODUCTS(VANITY TOP)
201502061009,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,1384,EDUCATIONAL TOYS
201502061089,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,189,SANDAL
20150206814,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,30,TRANSFORMERS
201502061089,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,315,SANDAL
20150206852,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,2998,SCISSORS(GARDEN TOOLS)
201502061089,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,296,SANDAL
20150206865,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,308,BURGLAR ALARM SYSTEMS AND CCTV
20150206875,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1303,SCISSORS(GARDEN TOOLS)
20150206944,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,25,PLASTIC POLYBAG
201502061116,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,4307,LOCKSETS AND LEVERS
2015021710,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
20150206960,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,20,100%POLYSTER WOVEN CAPS
201502061002,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,273,ARCHTOP CASE
201502061161,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,902,PET PAN
2015021613,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
20150206773,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,188,PVC STICKER
20150206791,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,954,K/D FURNITURE AND ACCESSORIES
20150206929,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,40,ROLLER AND/OR SHAFTS FOR LASER PRINTER OR INK JET PRINTER
201502061100,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,10,HANDLE
20150206864,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,13,PRINTED CIRCUIT BOARD
201502061113,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,510,PLASTIC LAVATORY SEAT
20150206984,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,1349,PRINTED BOOKS
201502061153,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,820,FAUCET PARTS
20150206984,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,720,PRINTED BOOKS
201502061113,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,680,PLASTIC LAVATORY SEAT
20150206984,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,1113,PRINTED BOOKS
201502061113,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,492,PLASTIC LAVATORY SEAT
20150206983,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,1280,PRINTED BOOKS
20150218116,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
20150206983,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,1200,PRINTED BOOKS
20150206785,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1587,NYLON BAG
20150206983,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,1228,PRINTED BOOKS
20150206877,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,19,BAR
20150206983,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,1700,PRINTED BOOKS
2015030616,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
20150206858,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,346,TRANSFORMER
201502061099,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,201,SLIDING BAR SET
20150206863,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,13,PRINTED CIRCUIT BOARD
201502061135,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,15,QUARTZ PRODUCTS(VANITY TOP)
20150206873,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,50,AC/DC REGULATED ADAPTOR
20150206877,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,32,BAR
20150206932,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,19,PRINTED CIRCUIT BOARDS(WITH COMPONENT)
2015021089,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
20150206959,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,2247,STAINLESS STEEL BASKET AND GRIDS
201502061118,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,834,FAUCETS
20150206969,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,2,PRINTED CIRCUIT BOARDS(BARE BOARDS)
201502061147,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,34,STAINLESS STEEL WELDED TUBE ASTM A554
20150206950,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,30,BARE PRINTED CIRCUIT BOARD
201502061147,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,58,STAINLESS STEEL WELDED TUBE ASTM A554
201502061007,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,8,PRINTED PAPER CURRENCY FOR EDUCATIONAL
2015021327,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
201502061007,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,83,PRINTED PAPER CURRENCY FOR EDUCATIONAL
20150206750,"Long Beach,California","Ningpo ,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,760,GMS 90 VEG GRADE
201502061004,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,668,SWITCHING POWER SUPPLY
20150206786,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,435,COMPUTER CARRYING CASES
20150206824,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,289,STEEL FAN TRAY FOR ROUTER
2015020714,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
20150206799,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,36,BAR
201502061011,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,721,PLASTIC WORD GAME FOR EDUCATION
201502061014,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,480,LABEL
20150206857,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1087,SCISSORS(GARDEN TOOLS)
201502061007,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,4,PRINTED PAPER CURRENCY FOR EDUCATIONAL
201502061079,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,192,LABEL
20150206857,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1088,SCISSORS(GARDEN TOOLS)
201502061007,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,167,PRINTED PAPER CURRENCY FOR EDUCATIONAL
20150206854,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1527,SCISSORS(GARDEN TOOLS)
201502061007,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,72,PRINTED PAPER CURRENCY FOR EDUCATIONAL
20150206854,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,700,SCISSORS(GARDEN TOOLS)
20150206886,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,3390,PLASTIC TOYS
201502061110,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,904,PET PRODUCTS(PET CAGE)
20150103284,"Savannah,Georgia","Laem Chabang,Thailand",MOL PARAMOUNT,2014-04-26,2014-04-28,4800,"12000  PCE S/C NO   JP000027H 100 PALLET(S) JGC20-001550-C RACK HOUSING (HS CODE   87089499) INVOICE NO.N1403945 N.W. 18,240.00 KGS.SHIPPER  SHIN-EI HIGH TECH CO.,LTD. SCAC   YASV HBL NO   NLBKK0058265"
20150206896,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,25,MEN'S 100%POLYESTER KNITTED SHIRT
20150103284,"Savannah,Georgia","Laem Chabang,Thailand",MOL PARAMOUNT,2014-04-26,2014-04-28,2400,"12000  PCE S/C NO   JP000027H 100 PALLET(S) JGC20-001550-C RACK HOUSING (HS CODE   87089499) INVOICE NO.N1403945 N.W. 18,240.00 KGS.SHIPPER  SHIN-EI HIGH TECH CO.,LTD. SCAC   YASV HBL NO   NLBKK0058265"
20150206896,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,60,WOMEN'S 86%NYLON 14%ELASTANE KNITTED
201502061102,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,900,FAUCETS
20150206915,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,173,CABLE
201502061120,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,577,SADDLERY GOODS(BLANKET HORSE BAG)
20150206902,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,59,WIRED SENSOR
201502061114,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,30,PP NONWOVEN FABRIC
20150206906,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,1000,THERMOS FILTER
201502061119,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1961,K/D FURNITURE AND ACCESSORIES
201502061149,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1667,CERAMIC CURL BRUSH
20150206905,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,48,HEADPHONE WITH MIC
2015031711,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
201502061149,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,644,THERMAL HOT BRUSH
20150206943,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,7,SWITCH(PLASTIC)
20150206850,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,4166,SCISSORS(GARDEN TOOLS)
20150206940,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,28,POWER TOOLS(HOUSING)
2015031046,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-26,2014-04-29,720,VINYL FLOOR TILES
20150206856,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,3763,SCISSORS(GARDEN TOOLS)
20150206872,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,47,ELECTRICAL WIRE
201502061150,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,2020,"PROFESSIONAL 3/4"" CURLING IRON;TAPERED CURLIN G IRON"
201502061107,"Long Beach,California","Xiamen,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1370,KIT DRAIN FITTINGS RUBBER SEAL
201502061082,"Long Beach,California","Yantian,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,3052,PRINTING TOYS
201502061013,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,951,PLASTIC GEAR CLOCK FOR EDUCATION
20150206850,"Long Beach,California","Wuhu,China (Mainland)",COSCO EXCELLENCE,2014-04-26,2014-04-26,1800,SCISSORS(GARDEN TOOLS)
20150206954,"Long Beach,California","Hong Kong,Hong Kong",COSCO EXCELLENCE,2014-04-26,2014-04-26,16,BLACK MATTE MULTI-X(SCOPE)
20150204110,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,720,VINYL FLOOR TILES
20150210100,"New York,New York","Ningpo ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,169,STRESS BALL
2015021324,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,720,VINYL FLOOR TILES
2015021337,"New York,New York","Ningpo ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,169,STRESS BALL
2015020921,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,720,VINYL FLOOR TILES
2015042819353,"New York,New York","Hong Kong,Hong Kong",EVER LISSOME,2014-04-27,2015-04-27,59,ELECTROINCS CAPACITORS INV:TDG-150320 PLYWOOD PALLET HS CODE:85322200 59 CTNS PACKED IN 2 PLTS TLI# 105696C
2015030615,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,720,VINYL FLOOR TILES
20150210103,"New York,New York","Ningpo ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,218,METALLIC WALLET
2015020918,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,720,VINYL FLOOR TILES
2015021625,"New York,New York","Ningpo ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,218,METALLIC WALLET
201502169,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,720,VINYL FLOOR TILES
2015031722,"New York,New York","Ningpo ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,31,FOLDABLE IPAD STAND
2015021091,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,720,VINYL FLOOR TILES
20150122159,"New York/Newark Area,Newark,New Jersey","Le Havre,France",MOL EXPEDITOR,2014-04-27,2014-04-27,28,28  PKG = 7 PALLETS 28 PBA RED BEET JUICE CONCENTRATE ON 7 PALLETS NIMP15 NET WEIGHT 8120 KGS FDA REGISTRATION171 275 392 96 TLI NO   2100000629 FREIGHT PREPAID THC USA + CUC COLLECT ON BOARD
2015021333,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,720,VINYL FLOOR TILES
2015020730,"New York,New York","Ningpo ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,50,BALL PEN
2015021083,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,720,VINYL FLOOR TILES
20150204131,"New York,New York","Ningpo ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,50,BALL PEN
2015021614,"New York,New York","Shanghai ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,720,VINYL FLOOR TILES
2015020936,"New York,New York","Ningpo ,China (Mainland)",CMA CGM FIGARO,2014-04-27,2014-04-29,169,STRESS BALL
